Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,Salary,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro,YearsCodeProNew,YearsCodeProCat,.fitted,cnts
42595,I am a developer by profession,No,60,20,Yearly,88900,88900,United States,United States dollar,USD,NA,Microsoft SQL Server,Database Administrator,Less than Bachelor's Degree,Employed full-time,White or of European descent,Woman,Diversity of the company or organization;Remote work options;Office environment or company culture,Slightly dissatisfied,I am actively looking for a job,NA,C#;HTML/CSS;JavaScript;SQL,NA,.NET,NA,"Microsoft Teams;Google Suite (Docs, Meet, etc)",No,Somewhat important,Somewhat important,Better work/life balance;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once every few years,No,No,No,Often: 1-2 days per week or more,Start a free trial,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow,Windows,"1,000 to 4,999 employees",NA,Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,Yes,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",NA,ASP.NET;jQuery,Just as welcome now as I felt last year,42,40,38,38,35-39 years,0.02723538501489478,1
15724,I am a developer by profession,No,46,10,Yearly,95000,95000,United States,United States dollar,USD,Elasticsearch;Redis,Elasticsearch,Desktop or Enterprise Applications Developer,Bachelor's,Employed full-time,White or of European descent,Man,Financial performance or funding status of the company or organization;Office environment or company culture;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",C#;Go;Rust,C#;JavaScript,.NET;.NET Core;Xamarin,.NET;Xamarin,Jira;Github;Slack,Jira;Github;Slack,No,Extremely important,Somewhat important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,Yes,No,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,10 to 19 employees,Arduino;Linux;Raspberry Pi;Windows,Arduino;Linux;MacOS;Raspberry Pi;Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",ASP.NET Core,Django;jQuery,Just as welcome now as I felt last year,40,36,15,15,15-19 years,0.027249149363316478,1
54189,I am a developer by profession,Yes,38,12,Yearly,70000,70000,United States,United States dollar,USD,MariaDB;Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,DevOps Specialist,Graduate,Employed full-time,White or of European descent,Woman,Financial performance or funding status of the company or organization;Office environment or company culture;Family friendliness,Very satisfied,I am not interested in new job opportunities,HTML/CSS;JavaScript;Python;Ruby;SQL,HTML/CSS;JavaScript;Python;Ruby;SQL,NA,NA,Gitlab;Microsoft Teams,Gitlab;Microsoft Teams,Yes,Somewhat important,Critically important,Better compensation;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,No,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Linux-based,100 to 499 employees,Arduino;iOS;Linux;Raspberry Pi;WordPress,Arduino;iOS;Linux,I have a great deal of influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Django;jQuery;Ruby on Rails;Vue.js,jQuery;Ruby on Rails,Just as welcome now as I felt last year,40,27,18,18,15-19 years,0.02770892050761258,1
18763,I am a developer by profession,Yes,41,8,Yearly,79576,79576,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server,Database Administrator,Graduate,Employed full-time,White or of European descent,Man,Remote work options;Financial performance or funding status of the company or organization;Opportunities for professional development,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;JavaScript;Kotlin;SQL,C#;HTML/CSS;JavaScript;Kotlin;SQL,.NET;.NET Core;Teraform;Unity 3D;Xamarin,.NET;.NET Core;Teraform,Github;Gitlab;Microsoft Azure,Github;Gitlab;Slack;Microsoft Azure;Trello,No,Somewhat important,Fairly important,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,Not sure,Onboarding? What onboarding?,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,"10,000 or more employees",Android;Arduino;AWS;Docker;Microsoft Azure;Windows,Android;Microsoft Azure;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular.js;ASP.NET;ASP.NET Core;jQuery,ASP.NET;ASP.NET Core,Just as welcome now as I felt last year,40,33,9,9,5-9 years,0.027744041529810463,1
1621,I am a developer by profession,Yes,40,13,Yearly,100000,100000,United States,United States dollar,USD,Microsoft SQL Server;MongoDB;MySQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL,System Administrator,Less than Bachelor's Degree,Employed full-time,White or of European descent,Man,Remote work options;Office environment or company culture;Family friendliness,Very satisfied,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Swift;TypeScript,.NET Core;Flutter;Pandas,.NET;.NET Core,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc)","Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",No,Somewhat important,Somewhat important,Just because;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Yes,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,MacOS,2 to 9 employees,Arduino;AWS;Docker;Linux;MacOS;Microsoft Azure;Raspberry Pi,Android;AWS;iOS;MacOS,I have a great deal of influence,NA,Yes,Neutral,Less than once per month or monthly,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,I never declared a major,Angular;ASP.NET Core;Flask;jQuery;Laravel,Angular;ASP.NET;ASP.NET Core;Django;Flask;jQuery;Laravel;Vue.js,Just as welcome now as I felt last year,40,16,16,16,15-19 years,0.02828956307747248,1
2096,I am a developer by profession,Yes,34,8,Yearly,134000,134000,United States,United States dollar,USD,Cassandra;PostgreSQL,Cassandra;PostgreSQL,Database Administrator,Associate,Employed full-time,White or of European descent,Woman,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,Java;JavaScript;Rust;SQL,HTML/CSS;Java;JavaScript;Python;SQL,Node.js,Apache Spark;Node.js;Pandas,Gitlab;Trello,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,No,Onboarding? What onboarding?,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Do other work and come back later,Linux-based,20 to 99 employees,Docker;Linux,AWS;Docker;Linux,I have a great deal of influence,Bisexual,Yes,"No, not really",NA,Multiple times per day,Easy,Appropriate in length,Yes,"Computer science, computer engineering, or software engineering",NA,jQuery;React.js,A lot less welcome now than last year,40,26,15,15,15-19 years,0.028293620838554127,1
58000,"I am not primarily a developer, but I write code sometimes as part of my work",No,60,13,Yearly,80000,80000,United States,United States dollar,USD,Microsoft SQL Server;Oracle,Microsoft SQL Server;MySQL;Oracle,"Developer, QA or test",Less than Bachelor's Degree,Employed full-time,White or of European descent,Woman,Flex time or a flexible schedule;Specific department or team I’d be working on;Remote work options,Very satisfied,I am not interested in new job opportunities,C#;JavaScript;R;SQL,C#;JavaScript;SQL,NA,.NET,Confluence;Jira;Slack;Microsoft Teams;Trello;Stack Overflow for Teams,Confluence;Jira;Slack;Microsoft Teams,No,Somewhat important,Fairly important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a decade,Not sure,Onboarding? What onboarding?,Yes,Sometimes: 1-2 days per month but less than weekly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Meditate;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,2 to 9 employees,Windows,Windows,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,"No, not really",NA,Daily or almost daily,Easy,Appropriate in length,No,"A business discipline (such as accounting, finance, marketing, etc.)",NA,NA,Just as welcome now as I felt last year,40,40,30,30,30-34 years,0.028599033043951356,1
2239,I am a developer by profession,Yes,39,12,Yearly,87000,87000,United States,United States dollar,USD,Elasticsearch;Microsoft SQL Server,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,Desktop or Enterprise Applications Developer,Less than Bachelor's Degree,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,C#;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,.NET Core;Node.js;Unity 3D;Unreal Engine;Xamarin,.NET;.NET Core;Node.js,Github;Microsoft Teams;Microsoft Azure,Github;Microsoft Teams;Microsoft Azure,Yes,Extremely important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Every few months,Not sure,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,NA,Android;AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows,Docker;Linux;Microsoft Azure;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",Angular;ASP.NET Core;Vue.js,Angular;Angular.js;ASP.NET;ASP.NET Core;jQuery,Just as welcome now as I felt last year,40,27,10,10,10-14 years,0.02860204863575788,1
53000,I am a developer by profession,Yes,52,12,Yearly,180000,180000,United States,United States dollar,USD,Elasticsearch;MariaDB;MySQL;Redis,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Desktop or Enterprise Applications Developer,Bachelor's,Employed full-time,White or of European descent,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;Go;Java;Kotlin;Ruby;SQL;TypeScript,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL,Ansible;Chef;Node.js;Puppet;Teraform,Chef;Puppet,Github;Gitlab,Github;Gitlab,No,Extremely important,Fairly important,Having a bad day (or week or month) at work;Curious about other opportunities;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Directly asking current or past employees at the company",Every few months,No,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Do other work and come back later,Windows,20 to 99 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows;WordPress,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Spring,Drupal;Spring,Just as welcome now as I felt last year,50,40,32,32,30-34 years,0.029276765962075464,1
817,I am a developer by profession,Yes,61,16,Yearly,170000,170000,United States,United States dollar,USD,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,Desktop or Enterprise Applications Developer,Bachelor's,Employed full-time,White or of European descent,Woman,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",NA,Assembly;Bash/Shell/PowerShell;C;C#;C++;Java;JavaScript;SQL,.NET;.NET Core;Unity 3D;Xamarin,.NET;.NET Core,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",No,Neutral,Fairly important,Having a bad day (or week or month) at work;Better work/life balance;Wanting to work with new technologies,"Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a decade,No,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Android;Arduino;Linux;MacOS;Windows;WordPress,Android;Arduino;Linux;MacOS;Windows;WordPress,I have some influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,NA,Just as welcome now as I felt last year,45,44,38,38,35-39 years,0.02927841306323032,1
2096,I am a developer by profession,Yes,34,8,Yearly,134000,134000,United States,United States dollar,USD,Cassandra;PostgreSQL,Cassandra;PostgreSQL,Site Reliability Engineer,Associate,Employed full-time,White or of European descent,Woman,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,Java;JavaScript;Rust;SQL,HTML/CSS;Java;JavaScript;Python;SQL,Node.js,Apache Spark;Node.js;Pandas,Gitlab;Trello,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once every few years,No,Onboarding? What onboarding?,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations),Do other work and come back later,Linux-based,20 to 99 employees,Docker;Linux,AWS;Docker;Linux,I have a great deal of influence,Bisexual,Yes,"No, not really",NA,Multiple times per day,Easy,Appropriate in length,Yes,"Computer science, computer engineering, or software engineering",NA,jQuery;React.js,A lot less welcome now than last year,40,26,15,15,15-19 years,0.03003918633820582,1
49577,I am a developer by profession,Yes,37,12,Yearly,115000,115000,United States,United States dollar,USD,PostgreSQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,Desktop or Enterprise Applications Developer,Less than Bachelor's Degree,Employed full-time,White or of European descent,Man,Industry that I’d be working in;Office environment or company culture;Opportunities for professional development,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Assembly;C;C++;Rust,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL,TensorFlow;Torch/PyTorch,.NET;Node.js;React Native,"Jira;Gitlab;Google Suite (Docs, Meet, etc)","Confluence;Jira;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",Not sure,Somewhat important,Somewhat important,Curious about other opportunities;Wanting to work with new technologies,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",Once a year,No,Onboarding? What onboarding?,No,Occasionally: 1-2 days per quarter but less than monthly,NA,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,NA,Android;Linux;Windows,Android;Arduino;AWS;Heroku;iOS;Linux;MacOS;Raspberry Pi;Windows,I have little or no influence,Straight / Heterosexual,Yes,"No, not at all",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,React.js,Just as welcome now as I felt last year,40,25,13,13,10-14 years,0.030042378940873703,1
56958,I am a developer by profession,Yes,45,8,Yearly,90000,90000,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server,Back-End Developer,Graduate,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Financial performance or funding status of the company or organization;Opportunities for professional development",Very satisfied,I am not interested in new job opportunities,C#;JavaScript;SQL,C#;JavaScript;SQL,.NET;.NET Core,.NET;.NET Core,Microsoft Teams;Microsoft Azure,Confluence;Jira;Gitlab;Slack;Microsoft Teams;Microsoft Azure,No,Somewhat important,Very important,NA,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,No,No,No,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,Windows,"1,000 to 4,999 employees",Microsoft Azure;Windows,AWS;Microsoft Azure;Windows,I have some influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",ASP.NET;ASP.NET Core;jQuery,ASP.NET;ASP.NET Core;jQuery,Somewhat more welcome now than last year,45,37,21,21,20-24 years,0.03087195774101915,1
29563,I am a developer by profession,Yes,59,18,Yearly,51000,51000,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server,Back-End Developer,Less than Bachelor's Degree,Employed full-time,White or of European descent,Woman,"Languages, frameworks, and other technologies I’d be working with;Remote work options;How widely used or impactful my work output would be",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;JavaScript;Python;SQL,HTML/CSS;JavaScript;SQL;VBA,Node.js;Unity 3D,NA,Github,Github,No,Not at all important,Not at all important/not necessary,Curious about other opportunities;Better compensation;Better work/life balance,"Read company media, such as employee blogs or company culture videos",Once every few years,Yes,Onboarding? What onboarding?,No,Often: 1-2 days per week or more,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Do other work and come back later,Windows,10 to 19 employees,Android;Windows,Windows,I have a great deal of influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Multiple times per day,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,NA,Somewhat less welcome now than last year,40,41,25,25,25-29 years,0.030877551543073475,1
817,I am a developer by profession,Yes,61,16,Yearly,170000,170000,United States,United States dollar,USD,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,Database Administrator,Bachelor's,Employed full-time,White or of European descent,Woman,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",NA,Assembly;Bash/Shell/PowerShell;C;C#;C++;Java;JavaScript;SQL,.NET;.NET Core;Unity 3D;Xamarin,.NET;.NET Core,"Github;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",No,Neutral,Fairly important,Having a bad day (or week or month) at work;Better work/life balance;Wanting to work with new technologies,"Publicly available financial information (e.g. Crunchbase);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a decade,No,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,100 to 499 employees,Android;Arduino;Linux;MacOS;Windows;WordPress,Android;Arduino;Linux;MacOS;Windows;WordPress,I have some influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Computer science, computer engineering, or software engineering",NA,NA,Just as welcome now as I felt last year,45,44,38,38,35-39 years,0.031228419594239363,1
